	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YDR216W	gene-YDR216W	2158.28249618366	-3.89314189116899	0.412871259596944	-9.42943302706414	4.12311600402157e-21	1.23523454718419e-19
gene-YIL091C	gene-YIL091C	1005.98527657446	3.92269580472509	0.416320466672373	9.42229873078062	4.41318584601544e-21	1.31535569933547e-19
gene-YDL208W	gene-YDL208W	2016.39445642941	3.7484938453485	0.397944251447245	9.41964567075906	4.52612807408044e-21	1.34213552890589e-19
gene-YBR149W	gene-YBR149W	2476.83564580421	-3.88140736267972	0.412327344351603	-9.41341246427242	4.80285150675268e-21	1.41696309427648e-19
gene-YLR223C	gene-YLR223C	1188.61562362521	4.3201109743915	0.459347050917342	9.404895417885	5.20819742460184e-21	1.52879007231242e-19
gene-YLR411W	gene-YLR411W	694.946062833822	-4.23368999293458	0.450625679355205	-9.39513699927736	5.71434091131106e-21	1.66893212947437e-19
gene-YKL182W	gene-YKL182W	5414.69852200549	-3.91315051266021	0.416694763643039	-9.39092797434914	5.94739285237326e-21	1.72831236289967e-19
gene-YDR398W	gene-YDR398W	1297.88486960267	4.6785819086852	0.498343286082956	9.38827117640025	6.09931265418528e-21	1.76053669990687e-19
gene-YOR294W	gene-YOR294W	1315.23789533349	3.82822822420072	0.407781756822718	9.3879340116361	6.11886464867839e-21	1.76053669990687e-19
gene-YOR092W	gene-YOR092W	722.973804749391	3.88425170620032	0.414151429827136	9.37881998336111	6.67151731548036e-21	1.91009155850108e-19
gene-YOL155C	gene-YOL155C	2051.35110463903	-3.92250208820695	0.418261908982537	-9.37810019025836	6.71721050275727e-21	1.91374644323653e-19
gene-YLR063W	gene-YLR063W	357.722829160096	4.29638653911037	0.458401678982034	9.37253665530041	7.0809884310356e-21	2.00754657371605e-19
gene-YKL085W	gene-YKL085W	2425.69728209494	-3.86636183071258	0.412639627021284	-9.36982678717173	7.26516569979179e-21	2.04976422559174e-19
gene-YLR133W	gene-YLR133W	453.781404310627	-4.33765974368057	0.463075937310486	-9.36705925355008	7.45815167367609e-21	2.09404722354616e-19
gene-YKR099W	gene-YKR099W	524.323715450006	4.07431984992733	0.435772720633242	9.34964410807254	8.79431367309463e-21	2.45733418596279e-19
gene-YKL009W	gene-YKL009W	2029.03291934273	3.96242546924931	0.424733229499618	9.32920994648213	1.06662988888794e-20	2.96614971972092e-19
gene-YKL106W	gene-YKL106W	341.507966855827	4.45262357479697	0.478166808154023	9.31186251088078	1.25610049520372e-20	3.47640765624952e-19
gene-YPR144C	gene-YPR144C	1020.05299051856	4.05238637050234	0.436148325706932	9.29130328296919	1.5241050192452e-20	4.19815088713418e-19
gene-YOR027W	gene-YOR027W	6119.54184557091	-3.68913215458298	0.397138044078322	-9.28929426326989	1.55314710754135e-20	4.25796744765582e-19
gene-YPR190C	gene-YPR190C	559.911763415718	3.85658882573014	0.415649306294774	9.27846809154804	1.71932654563555e-20	4.69142060245718e-19
gene-YDR508C	gene-YDR508C	3793.56068031953	4.11355390765271	0.443677625008682	9.27149280420037	1.83558610126051e-20	4.98524599090004e-19
gene-YNL173C	gene-YNL173C	915.159870503167	-4.1198244512664	0.444665508444324	-9.26499666160242	1.95083430833595e-20	5.2736041860691e-19
gene-YIL162W	gene-YIL162W	11354.7410073989	-4.01819114820578	0.433825757340224	-9.26222355454694	2.00218456519759e-20	5.38735958005945e-19
gene-YPL095C	gene-YPL095C	1176.24798006799	4.67701175487182	0.505628900463927	9.24989008852253	2.24723635187527e-20	6.01886528898575e-19
gene-YOR340C	gene-YOR340C	947.009625364182	5.76508605887546	0.623537452161497	9.24577351190494	2.33545298985213e-20	6.2264462279911e-19
gene-YLR014C	gene-YLR014C	302.724402377229	4.13751348632243	0.447600913519979	9.24375567910396	2.37993623872548e-20	6.31606822806962e-19
gene-YDR083W	gene-YDR083W	786.029660674548	3.88720552721311	0.420780431638747	9.23808531702441	2.50947377796615e-20	6.62957345342695e-19
gene-YLR196W	gene-YLR196W	1137.47802664946	4.25235387366275	0.460484316953673	9.23452486241906	2.59434859403259e-20	6.82278462828843e-19
gene-YJL200C	gene-YJL200C	591.433638877504	4.14039371910802	0.448698121993545	9.22757086816508	2.76838665969883e-20	7.24768615593226e-19
gene-YMR049C	gene-YMR049C	1342.50545501934	3.98857831676046	0.433264110822041	9.20588208700888	3.38876341811896e-20	8.83205963502573e-19
gene-YLR073C	gene-YLR073C	203.502103265451	4.51882156286437	0.49097881390147	9.20369970133011	3.45832817322093e-20	8.97312649230359e-19
gene-YIL020C	gene-YIL020C	451.279818709274	3.9919846565619	0.434733421695061	9.18260353896147	4.20792195843557e-20	1.08695299655234e-18
gene-YKL099C	gene-YKL099C	599.562403215974	4.09306484208751	0.446707058775011	9.16274941638886	5.05915879266448e-20	1.30105446473301e-18
gene-YPR184W	gene-YPR184W	1426.58343730317	-4.14473584555266	0.452388019481678	-9.16190453120635	5.09893387512629e-20	1.30550677014247e-18
gene-YPR006C	gene-YPR006C	809.005640055254	-3.91669423826716	0.428262076691641	-9.14555467652876	5.9324630020767e-20	1.51225767403815e-18
gene-YBR053C	gene-YBR053C	864.259107666797	-3.87301818759691	0.424676456055797	-9.11992678748371	7.51750964986324e-20	1.90793738362468e-18
gene-YKR060W	gene-YKR060W	444.451433038483	3.84706171130068	0.422523624260819	9.10496239832957	8.62963247213804e-20	2.1806706055681e-18
gene-YKL109W	gene-YKL109W	1602.95799741051	-3.68688106276291	0.405375655474159	-9.09497403945101	9.46090697791062e-20	2.38038057816522e-18
gene-YBR072W	gene-YBR072W	35235.6160480832	-4.17593764804961	0.459497549857751	-9.08805204585395	1.00829272213752e-19	2.52594711252728e-18
gene-YMR031C	gene-YMR031C	1596.47388395482	-4.04101045525615	0.445456125060488	-9.07162395557457	1.17256161980412e-19	2.92486186021526e-18
gene-YBR238C	gene-YBR238C	225.99689303415	5.43336352493253	0.599642271325018	9.06100817897066	1.2925031523705e-19	3.21026851349459e-18
gene-YDR021W	gene-YDR021W	313.186164868086	4.16186796393172	0.459355907936687	9.06022518057035	1.30181526094858e-19	3.2196384240992e-18
gene-YML056C	gene-YML056C	2067.16024160584	5.47807405521158	0.605021385400877	9.0543478088496	1.37386324896854e-19	3.38342932330728e-18
gene-YGR130C	gene-YGR130C	1616.51689340042	-3.82215773057582	0.422913374915883	-9.03768468267536	1.60025200284908e-19	3.92433107196577e-18
gene-YLR407W	gene-YLR407W	863.116309174113	3.88009621294754	0.430733037345692	9.00812307516012	2.09613045362007e-19	5.11051538689687e-18
gene-YMR250W	gene-YMR250W	2927.7548208399	-4.477415698609	0.4970576119571	-9.00784052170482	2.10153678160418e-19	5.11051538689687e-18
gene-YOR272W	gene-YOR272W	955.108916228541	4.03506194939669	0.44830749856602	9.00065683108903	2.24371249935276e-19	5.43352376926594e-18
gene-YLL035W	gene-YLL035W	158.722371360855	5.10284930633614	0.566972624412013	9.0001687676334	2.25370965961952e-19	5.43508736170483e-18
gene-YOL032W	gene-YOL032W	853.504487741236	-4.29053249930064	0.477076644216845	-8.99338198864012	2.3973728614554e-19	5.75765746726397e-18
gene-YML093W	gene-YML093W	1093.18007593881	3.69962799876234	0.41143985252754	8.99190483380485	2.42982066468451e-19	5.81157107125364e-18
gene-YMR290C	gene-YMR290C	1783.73928005919	4.66871115774079	0.519589721649796	8.98538012437341	2.57841448803825e-19	6.14169877232718e-18
gene-YKL142W	gene-YKL142W	3035.50052537829	-3.57423006041386	0.398040507182202	-8.97956362712043	2.71842751584523e-19	6.43407533811958e-18
gene-YKL103C	gene-YKL103C	722.567023408095	-3.85703376422234	0.429544082638718	-8.9793665426103	2.72330098619652e-19	6.43407533811958e-18
gene-YLR023C	gene-YLR023C	726.262413738306	4.310750439426	0.480573086236297	8.97002050861086	2.96459231693436e-19	6.97579374332894e-18
gene-YMR105C	gene-YMR105C	1855.86824687594	-3.79081366887337	0.423831065177483	-8.94416190867447	3.74782792990126e-19	8.78321610023634e-18
gene-YGR245C	gene-YGR245C	1299.05620562161	3.8371303240376	0.429145689902097	8.9413232250171	3.84537841744372e-19	8.97563829806542e-18
gene-YEL036C	gene-YEL036C	933.072320644649	3.90316840088817	0.437186980623435	8.92791545466929	4.34111208677352e-19	1.00922173793311e-17
gene-YPR124W	gene-YPR124W	1192.52288086346	-3.92651618894684	0.439892578612121	-8.92607963820431	4.41372793477665e-19	1.02201540864231e-17
gene-YLL026W	gene-YLL026W	19738.6336923485	-4.45680701887254	0.500029282401717	-8.91309204426152	4.96287499769914e-19	1.14461228121537e-17
gene-YDL201W	gene-YDL201W	553.715916173957	3.81744930162419	0.428585342759274	8.90709252221991	5.23883350968884e-19	1.20348222760125e-17
gene-YPR112C	gene-YPR112C	960.885320404256	3.65607468566633	0.410834012507132	8.89915288014975	5.62745360773301e-19	1.2876677310293e-17
gene-YBL024W	gene-YBL024W	1099.85188606147	4.15643757187786	0.467084194916065	8.89869025138984	5.65095578892932e-19	1.28797470765714e-17
gene-YML042W	gene-YML042W	1498.27312338574	-4.40775722170445	0.495870542574725	-8.88892733740121	6.17016611142555e-19	1.40082052498458e-17
gene-YLR409C	gene-YLR409C	826.787450000631	4.09258870404632	0.460567595947903	8.88596753235165	6.33668626279718e-19	1.43302803732985e-17
gene-YDL126C	gene-YDL126C	3425.73565544495	-3.5089177491012	0.39496017487421	-8.8842318094951	6.43639577455758e-19	1.44993535820654e-17
gene-YOR234C	gene-YOR234C	2392.02313557877	4.24988551958689	0.478571181439628	8.88036238789489	6.66428921940391e-19	1.4954767931728e-17
gene-YLR355C	gene-YLR355C	5863.89444802989	3.80859012245084	0.428904008587987	8.87981936794961	6.69690219203354e-19	1.49701521308073e-17
gene-YMR070W	gene-YMR070W	728.237695175417	3.92064352942326	0.441973895480833	8.87075813642321	7.26495891747852e-19	1.61160081024371e-17
gene-YGL227W	gene-YGL227W	495.739354008741	-4.22304676826643	0.476050428274371	-8.87100718210567	7.2487278507975e-19	1.61160081024371e-17
gene-YBR299W	gene-YBR299W	3471.7467053786	-3.84730251755743	0.434328001120606	-8.85805775273766	8.14205350697628e-19	1.7993009499067e-17
gene-YLR397C	gene-YLR397C	384.868305628195	3.91329316701885	0.441866695960703	8.85627543961102	8.2732305178622e-19	1.8144911611251e-17
gene-YPL186C	gene-YPL186C	1037.61596085471	-3.98554841679505	0.450005247796894	-8.85667097507691	8.24394033919984e-19	1.8144911611251e-17
gene-YDL148C	gene-YDL148C	1019.26548240844	3.66341276707588	0.413767406377934	8.85379735234565	8.45909121131696e-19	1.84827962857798e-17
gene-YPR186C	gene-YPR186C	231.474177278755	4.13962347882694	0.46843141668543	8.83720291033951	9.81447924175982e-19	2.13381861095188e-17
gene-YPR065W	gene-YPR065W	1861.32683922934	3.71391072883197	0.420272078675443	8.83691997940232	9.83935629275817e-19	2.13381861095188e-17
gene-YKL172W	gene-YKL172W	1941.39193046507	3.60676666402751	0.408197890068592	8.83582877760943	9.93588619335644e-19	2.14674239984341e-17
gene-YJR041C	gene-YJR041C	307.274522186873	4.32002485105884	0.489959881560103	8.81709914147106	1.17463228296545e-18	2.52850475133156e-17
gene-YOR062C	gene-YOR062C	2076.45902479103	4.40008388482648	0.499168976463581	8.81481841279355	1.19879201681554e-18	2.57098863532543e-17
gene-YMR239C	gene-YMR239C	501.296333707573	3.79772103404611	0.431078943706037	8.80980407300031	1.25364780314657e-18	2.67875037937054e-17
gene-YBR056W	gene-YBR056W	1132.95826195537	-3.83687478284594	0.435819645090487	-8.80381328852056	1.32244325283028e-18	2.81539933532952e-17
gene-YOR310C	gene-YOR310C	3256.86105184209	4.4141854861643	0.501453950410925	8.80277338038124	1.3347591315622e-18	2.83124820169326e-17
gene-YCR004C	gene-YCR004C	1317.81100353376	-3.66408073848961	0.416613737576453	-8.79491098830416	1.43161424165065e-18	3.02565162635403e-17
gene-YMR244W	gene-YMR244W	183.135964555418	6.13130493185934	0.697589570222682	8.78927265197232	1.50531338289444e-18	3.15844093190704e-17
gene-YPL128C	gene-YPL128C	151.076854295413	4.54482432168732	0.517086017536216	8.7893003631045	1.50494216252131e-18	3.15844093190704e-17
gene-YMR131C	gene-YMR131C	2518.37564331851	4.1537239650795	0.472689429250806	8.78742723665937	1.53023930027986e-18	3.18875033584875e-17
gene-YOR215C	gene-YOR215C	2054.33944737717	-3.96824437016595	0.45158390449233	-8.78739107105034	1.53073183706435e-18	3.18875033584875e-17
gene-YOR287C	gene-YOR287C	440.55125316408	3.69521071400571	0.421283125053308	8.77132383011574	1.76577809874596e-18	3.66525082496841e-17
gene-YLR074C	gene-YLR074C	1634.36091872863	3.58349372847369	0.408634349028281	8.76943834260415	1.79559709895726e-18	3.71388268296784e-17
gene-YAL059W	gene-YAL059W	834.907714124574	3.77281656096087	0.430771529183861	8.75827742866118	1.98256726497979e-18	4.0860570723626e-17
gene-YGR191W	gene-YGR191W	1194.5249640945	3.93316048243913	0.450741872099525	8.72597095122035	2.63906427148489e-18	5.41987333776332e-17
gene-YKR076W	gene-YKR076W	667.081703178381	-4.2490793449458	0.488049318150145	-8.70624993607429	3.14093826975938e-18	6.42786381121181e-17
gene-YPL183C	gene-YPL183C	473.973150604915	3.99541821023672	0.460264107118933	8.68070776851668	3.93313528621269e-18	8.0208358889362e-17
gene-YHR065C	gene-YHR065C	762.805197951543	4.32918585956654	0.498899557116322	8.67746983899838	4.04670486137551e-18	8.22358344556449e-17
gene-YLR377C	gene-YLR377C	2127.70571296452	-4.52402874447466	0.52147216593247	-8.67549418747024	4.11758431306197e-18	8.33846690854223e-17
gene-YBR126C	gene-YBR126C	1916.4639089946	-3.72719846951483	0.429781818248339	-8.67230373938517	4.23464255029258e-18	8.54574392440989e-17
gene-YKL043W	gene-YKL043W	741.368481794559	3.52364381106557	0.408425666630482	8.62738093845984	6.27728268503848e-18	1.26240716143404e-16
gene-YOR273C	gene-YOR273C	2860.75921406568	4.1690848303752	0.483294120215286	8.6263926168149	6.33173952658681e-18	1.26896793546629e-16
gene-YIL096C	gene-YIL096C	340.413891902316	3.79891294187255	0.440405252304598	8.62594831009214	6.35637265830915e-18	1.26952707526092e-16
gene-YJL166W	gene-YJL166W	3197.29938358531	-3.40921079335161	0.395735379154574	-8.61487492130435	7.00179923844972e-18	1.39364579362568e-16
gene-YHR016C	gene-YHR016C	466.532138608896	-3.86208610484489	0.448632918615153	-8.60856603382213	7.39801392804199e-18	1.46748317234744e-16
gene-YIR036C	gene-YIR036C	603.41142602321	-3.89001606271767	0.452483693721023	-8.59703038296899	8.18053347034262e-18	1.61718573230038e-16
gene-YJL011C	gene-YJL011C	258.496527570498	3.89925064328392	0.453925918474442	8.59005948897687	8.69243076664426e-18	1.71255619036395e-16
gene-YGR054W	gene-YGR054W	855.100085641889	4.03094069113751	0.469596860366006	8.58383228541131	9.17637291549685e-18	1.80179322246175e-16
gene-YBR028C	gene-YBR028C	241.810468492406	4.05816875943662	0.472918638375012	8.58111402287045	9.39586866645918e-18	1.8386797538539e-16
gene-YGR103W	gene-YGR103W	2579.28319864556	3.89481257521408	0.45413981528462	8.57624115774371	9.80239130896844e-18	1.91179524455452e-16
gene-YJL052W	gene-YJL052W	31780.8539157592	-3.57228747080843	0.416720530511795	-8.57238175047708	1.01366417333539e-17	1.97037330281783e-16
gene-YJL050W	gene-YJL050W	797.617244882349	3.7450025548167	0.437163281646666	8.56659905358559	1.06586213478041e-17	2.06493024244792e-16
gene-YDR258C	gene-YDR258C	7197.9749349917	-4.54007020867432	0.530221553834136	-8.56259081858175	1.10359047143715e-17	2.13091954152581e-16
gene-YBR139W	gene-YBR139W	923.405894381444	-4.17202420967611	0.487765411805651	-8.55334164477092	1.19575302690927e-17	2.301230659734e-16
gene-YOR334W	gene-YOR334W	127.478577030575	4.46072812731091	0.521640089281582	8.55135220426474	1.21654779899839e-17	2.33352336890384e-16
gene-YMR014W	gene-YMR014W	817.826413746866	3.71495294644179	0.434727737581102	8.54547024561261	1.2801394190865e-17	2.44450688244521e-16
gene-YPR030W	gene-YPR030W	1658.34379039488	-4.2586962408391	0.4983712396154	-8.54522874178211	1.28281933782827e-17	2.44450688244521e-16
gene-YPL001W	gene-YPL001W	212.192651054928	3.96306408043739	0.464159242854024	8.5381561208806	1.36380576135787e-17	2.59033957026533e-16
gene-YNL191W	gene-YNL191W	482.036709991759	3.91502946775436	0.459101795013658	8.52758475413474	1.49434837623427e-17	2.82903998784155e-16
gene-YFR049W	gene-YFR049W	645.88512937891	-3.68966865819168	0.432914027053376	-8.52286696115013	1.5565154092296e-17	2.93716479170209e-16
gene-YAL036C	gene-YAL036C	766.567759008757	3.45338780499444	0.405811476570094	8.50983277797456	1.74184379947589e-17	3.27624471280061e-16
gene-YOR374W	gene-YOR374W	11533.7522260813	-4.61857109855914	0.543392598192414	-8.49951050846614	1.90391822511257e-17	3.56953958850138e-16
gene-YLR222C	gene-YLR222C	804.736325087735	3.96319817451856	0.466395103827656	8.49751239237507	1.93696828645572e-17	3.61982626394876e-16
gene-YMR251W-A	gene-YMR251W-A	11430.7758973247	-3.3134653563814	0.390531964092337	-8.48449208013603	2.16663025167544e-17	4.03604327651849e-16
gene-YKR057W	gene-YKR057W	3012.53778449685	3.90474181093275	0.461530175870873	8.46042580761873	2.66402992441746e-17	4.94675460725695e-16
gene-YIL136W	gene-YIL136W	6348.76195854165	-4.33906879680412	0.513081626478675	-8.45687815130612	2.7463061969495e-17	5.08329032378042e-16
gene-YDR091C	gene-YDR091C	1718.24387470187	3.43558647803201	0.406684653183936	8.44778983208436	2.96869176744692e-17	5.4774719213973e-16
gene-YPL154C	gene-YPL154C	3745.64633327834	-3.36265267074203	0.398418069675824	-8.44001044801526	3.1730929959774e-17	5.83608116855083e-16
gene-YDR060W	gene-YDR060W	1426.83429802414	3.68624160158584	0.436778431291168	8.43961454481366	3.18385856148603e-17	5.83740881998638e-16
gene-YDL021W	gene-YDL021W	787.439100570395	-3.62198926924157	0.429235122275641	-8.43824067806745	3.2214975462309e-17	5.88784394298554e-16
gene-YKR025W	gene-YKR025W	754.935518646443	3.42184509931556	0.405722499753284	8.43395449203915	3.3417670400732e-17	6.08851098335593e-16
gene-YOR178C	gene-YOR178C	1109.75056754038	-3.57507613636645	0.424006589611565	-8.43165229965317	3.40818357432384e-17	6.19011341686568e-16
gene-YPR151C	gene-YPR151C	1265.84804562169	-4.71219055407858	0.55904070989274	-8.42906513012745	3.48437623721614e-17	6.30878339274149e-16
gene-YNR012W	gene-YNR012W	451.220159996727	3.70539320090595	0.439946443177571	8.42237335559134	3.68933166502025e-17	6.659129079844e-16
gene-YAL017W	gene-YAL017W	668.239405638644	-3.9713894713524	0.472650660425673	-8.40237791644201	4.3752712051316e-17	7.87277902297983e-16
gene-YDL073W	gene-YDL073W	283.941743035155	3.70038527366224	0.440623575071206	8.39806465885137	4.53897255839221e-17	8.1421322559801e-16
gene-YAL061W	gene-YAL061W	624.223334243108	-3.78944296824853	0.451270531133714	-8.39727548512513	4.56957123978511e-17	8.17179939865571e-16
gene-YKL166C	gene-YKL166C	254.096330838424	3.77097987097683	0.449583212217347	8.38772393741823	4.95644431117663e-17	8.83645838544742e-16
gene-YJL190C	gene-YJL190C	4299.47522658676	4.93149117160014	0.588119127603882	8.38519092499516	5.06434906363582e-17	9.00122225010747e-16
gene-YER145C	gene-YER145C	2407.516331328	3.76663188222682	0.449710968451213	8.37567270195555	5.49093167262842e-17	9.72966307357207e-16
gene-YDL124W	gene-YDL124W	2773.13755661714	-3.51790057304003	0.420148056010159	-8.37300214226142	5.61685840074087e-17	9.92254742404436e-16
